player_id,player,club,league,nationality,age,position,foot,height_cm,matches,minutes,market_value_m,performance_score,goals90,assists90,xg90,xa90,prog_pass90,prog_carry90,key_pass90,passes_final_third90,tackles90,interceptions90,recoveries90,duel_win_pct,aerial_win_pct,dribbles90,shots90,pressures90,turnovers90
230,Diego Díaz,Barcelona SC,Equador,Brasil,21,CM,Direito,183,27,2291,4.29,71.3,0.12,0.07,0.12,0.07,4.01,2.61,1.02,2.56,1.2,1.64,1.84,47.4,48.3,1.63,1.06,1.8,3.9
231,Diego Rojas,Independiente del Valle,Equador,Brasil,23,AM,Esquerdo,177,34,2465,1.58,66.9,0.27,0.14,0.29,0.16,2.77,1.99,1.17,5.24,0.38,0.88,0.66,44.4,37.1,1.79,1.93,1.33,3.82
232,Nicolás Pereira,Barcelona SC,Equador,Argentina,19,FB,Esquerdo,174,19,1570,1.69,52.7,0.05,0.13,0.06,0.15,3.86,2.2,0.8,5.26,1.26,0.87,3.07,50.5,52.5,0.65,0.5,3.29,2.42
233,Thiago Pereira,Barcelona SC,Equador,Paraguai,32,GK,Direito,185,44,2948,1.04,52.4,0.07,0.03,0.06,0.02,1.73,1.06,0.0,3.2,1.13,1.45,2.41,52.9,51.6,0.59,0.05,6.97,3.99
234,Gabriel Ramírez,LDU Quito,Equador,Equador,22,DM,Direito,178,26,1795,1.18,59.6,0.08,0.05,0.09,0.05,4.25,2.68,0.64,2.98,1.26,1.4,2.28,53.2,58.0,1.14,0.05,6.01,3.48
235,Tomás Santos,Independiente del Valle,Equador,Paraguai,19,FB,Esquerdo,177,8,763,4.71,62.1,0.19,0.08,0.19,0.09,4.61,3.78,0.89,4.01,1.39,1.18,4.43,52.6,43.0,0.62,0.24,6.65,4.21
236,Diego Mendoza,LDU Quito,Equador,Brasil,18,FB,Esquerdo,180,32,2422,5.33,65.7,0.14,0.06,0.11,0.06,3.19,3.05,0.69,3.26,1.39,1.12,2.5,53.9,47.1,0.55,0.91,4.77,3.41
237,Miguel Rodríguez,Emelec,Equador,Uruguai,27,FB,Direito,173,36,2592,1.36,61.8,0.08,0.11,0.09,0.12,4.81,3.59,1.08,3.56,1.76,1.16,2.09,53.4,47.1,1.95,1.18,7.93,3.54
238,Caio Silva,Barcelona SC,Equador,Brasil,23,GK,Direito,194,40,2936,2.99,59.8,0.1,0.04,0.1,0.04,1.82,0.46,0.0,2.51,1.48,0.93,3.05,51.9,40.2,0.0,0.39,7.21,4.22
239,Enzo Gómez,Olimpia,Paraguai,Argentina,18,AM,Direito,182,10,813,4.5,65.4,0.22,0.15,0.24,0.18,3.53,2.52,1.17,4.79,0.88,0.62,2.03,49.3,49.2,1.96,1.6,6.74,4.58
240,João Silva,Cerro Porteño,Paraguai,Brasil,29,ST,Direito,182,8,608,1.83,57.5,0.19,0.04,0.2,0.03,3.17,2.25,0.33,2.64,0.35,0.74,0.4,40.2,46.8,0.28,1.11,2.93,3.9
241,Lucas Vieira,Olimpia,Paraguai,Argentina,28,CM,Direito,173,33,2586,2.57,65.7,0.22,0.22,0.27,0.17,4.86,3.66,1.78,6.46,1.2,1.09,2.99,53.6,39.7,0.47,1.32,5.03,3.3
242,Bruno Santos,Cerro Porteño,Paraguai,Brasil,32,ST,Direito,185,17,1202,0.64,51.3,0.4,0.07,0.43,0.06,3.63,1.85,1.06,4.1,0.5,0.64,1.27,48.4,46.1,1.32,2.01,6.22,3.92
243,Matías Benítez,Guaraní,Paraguai,Chile,19,AM,Direito,172,23,1788,2.35,60.5,0.19,0.09,0.18,0.09,4.32,2.28,1.1,4.87,0.48,0.28,0.68,46.6,40.7,1.05,0.71,4.04,3.92
244,João Oliveira,Libertad,Paraguai,Brasil,24,FB,Direito,171,9,725,1.29,56.7,0.09,0.04,0.08,0.05,3.26,1.84,0.4,3.61,1.68,0.81,2.15,53.3,35.7,1.51,1.39,1.46,3.34
245,Facundo Pereira,Libertad,Paraguai,Argentina,29,ST,Direito,181,26,2310,1.51,55.2,0.26,0.02,0.21,0.02,2.15,1.73,0.8,2.86,0.1,0.1,0.4,42.6,36.5,1.08,0.6,4.8,5.39
246,Rafael Santos,Guaraní,Paraguai,Brasil,23,GK,Direito,183,22,1718,0.78,46.3,0.1,0.0,0.09,0.0,1.76,0.56,0.01,2.32,1.95,1.42,2.45,51.0,44.7,0.0,0.05,5.06,3.03
247,Tomás Rojas,Guaraní,Paraguai,Chile,19,CB,Direito,185,9,778,1.89,59.6,0.14,0.0,0.13,0.0,2.88,1.13,0.56,3.07,2.44,1.67,3.09,48.5,45.8,0.92,0.05,9.79,3.37
248,Gabriel Oliveira,Guaraní,Paraguai,Colômbia,30,FB,Esquerdo,169,14,1041,1.16,61.2,0.1,0.07,0.09,0.07,5.18,2.9,0.88,5.02,1.57,1.11,4.33,51.6,56.3,0.04,0.94,10.87,3.41
249,Juan Silva,Guaraní,Paraguai,Brasil,24,ST,Esquerdo,188,9,765,1.87,55.3,0.28,0.04,0.28,0.04,2.24,0.74,0.28,3.19,0.22,0.37,0.4,44.3,56.3,0.65,1.33,1.0,5.21
250,Rodrigo Fernández,Olimpia,Paraguai,Equador,31,ST,Direito,177,7,563,0.92,58.8,0.28,0.08,0.3,0.06,3.53,1.94,0.66,3.39,0.33,0.38,0.43,54.5,56.7,1.4,2.25,1.82,2.76
251,Pedro Rodríguez,Olimpia,Paraguai,Brasil,22,GK,Direito,183,6,453,0.99,54.5,0.08,0.01,0.09,0.01,2.33,0.86,0.02,2.23,1.44,0.43,1.08,56.0,55.6,0.96,0.08,4.27,2.63
252,Martín Díaz,Libertad,Paraguai,Brasil,19,W,Direito,173,13,1142,2.27,62.6,0.25,0.17,0.31,0.2,5.18,4.39,1.26,4.92,0.37,0.82,0.99,44.7,43.1,2.03,1.09,5.21,4.6
253,João Fernández,Nacional-PAR,Paraguai,Argentina,32,W,Direito,169,27,2357,2.95,69.5,0.21,0.09,0.18,0.08,3.27,1.58,0.5,2.51,0.1,0.73,0.43,46.5,36.8,1.52,0.61,3.27,4.16
254,Diego Rojas,Cerro Porteño,Paraguai,Colômbia,23,W,Direito,171,40,2863,1.51,58.2,0.24,0.04,0.18,0.03,3.59,1.77,0.44,3.43,0.21,0.42,0.4,48.0,41.6,1.27,1.51,2.65,3.69
255,Bruno Pereira,Guaraní,Paraguai,Colômbia,28,DM,Direito,181,6,467,3.11,70.8,0.16,0.19,0.14,0.19,6.85,4.5,1.28,4.32,2.65,1.94,5.41,54.5,53.4,0.0,1.32,11.2,3.5
256,Rafael Santos,Olimpia,Paraguai,Colômbia,31,W,Direito,168,16,1263,2.04,65.1,0.25,0.22,0.29,0.24,5.03,5.37,1.46,5.47,0.54,0.44,2.08,43.2,48.0,2.07,1.63,5.98,4.33
257,Pedro Mendoza,Guaraní,Paraguai,Brasil,23,GK,Direito,190,8,756,1.34,54.1,0.0,0.0,0.0,0.0,0.62,0.1,0.01,1.63,0.86,0.88,2.36,48.4,49.0,0.0,0.59,6.26,2.4
258,Rafael Mendoza,Libertad,Paraguai,Brasil,29,ST,Direito,191,37,2770,2.31,61.4,0.29,0.06,0.31,0.06,2.89,1.73,0.27,3.43,0.18,0.66,0.4,45.2,55.2,0.01,2.29,3.47,4.38
259,Facundo Souza,Guaraní,Paraguai,Brasil,19,FB,Direito,177,14,1038,2.82,57.6,0.19,0.03,0.18,0.03,3.56,1.3,0.61,2.55,1.37,0.74,2.1,38.1,42.1,0.56,0.44,5.17,3.18
260,Matías Pereira,Libertad,Paraguai,Brasil,26,AM,Direito,177,16,1383,1.99,59.5,0.32,0.19,0.33,0.15,5.88,3.7,1.36,4.66,1.11,0.47,1.75,51.7,37.9,1.82,1.64,6.22,4.77
261,André Gómez,Libertad,Paraguai,Brasil,23,ST,Direito,181,37,2563,1.1,54.5,0.26,0.1,0.23,0.12,2.7,1.8,0.18,2.49,0.1,0.46,0.81,37.6,49.0,0.84,1.45,2.71,3.82
262,Nicolás Fernández,Guaraní,Paraguai,Argentina,24,CM,Direito,178,18,1301,2.86,69.2,0.27,0.18,0.25,0.14,7.76,5.09,1.81,7.76,2.29,1.87,4.23,52.3,54.7,2.27,1.54,13.1,4.08
263,Facundo Castro,Olimpia,Paraguai,Brasil,25,CM,Direito,174,14,1205,2.31,65.0,0.2,0.17,0.19,0.17,5.21,3.69,1.24,4.71,1.99,1.5,3.02,50.0,50.6,1.19,0.97,7.72,3.3
264,Caio Rodríguez,Libertad,Paraguai,Brasil,20,ST,Direito,175,39,2856,1.49,53.1,0.18,0.11,0.18,0.09,2.08,2.19,0.68,3.26,0.57,0.31,0.4,40.9,53.7,1.26,1.03,3.37,4.12
265,Gabriel Gómez,Olimpia,Paraguai,Brasil,25,ST,Direito,177,20,1483,2.29,68.3,0.32,0.11,0.33,0.11,3.74,1.64,0.85,2.77,0.91,0.35,1.75,40.9,49.0,1.54,2.38,7.63,4.32
266,Rodrigo Torres,Cerro Porteño,Paraguai,Brasil,21,CB,Direito,189,33,2281,2.23,58.5,0.03,0.03,0.04,0.03,3.62,2.49,0.45,4.09,2.11,2.2,3.86,56.0,63.0,0.8,0.21,10.68,3.31
267,Bruno Santos,Cerro Porteño,Paraguai,Equador,22,ST,Direito,183,22,1876,1.39,59.9,0.35,0.05,0.34,0.06,2.33,1.59,0.84,2.93,0.1,0.48,0.57,50.6,45.4,1.51,2.06,2.46,4.18
268,Pedro Mendoza,Guaraní,Paraguai,Argentina,24,W,Direito,177,17,1452,2.54,58.4,0.24,0.12,0.18,0.15,4.19,3.08,0.92,5.68,0.7,0.58,1.02,45.9,36.4,1.62,1.13,4.38,2.59
269,Tomás Benítez,Guaraní,Paraguai,Chile,28,GK,Direito,191,28,2300,1.85,57.8,0.14,0.0,0.13,0.0,2.85,2.0,0.0,1.5,1.44,1.03,3.82,51.7,51.7,0.3,0.05,9.2,2.68
270,Facundo Pereira,Olimpia,Paraguai,Brasil,26,ST,Esquerdo,179,27,2173,0.59,52.6,0.22,0.03,0.22,0.02,3.45,1.5,0.43,2.28,0.49,0.63,1.01,46.7,49.1,0.07,0.81,2.59,3.86
271,Rafael Oliveira,Nacional-PAR,Paraguai,Chile,20,AM,Direito,176,32,2851,5.07,59.0,0.26,0.16,0.24,0.12,3.54,2.94,1.08,5.17,0.17,0.49,1.56,49.3,39.2,1.45,1.39,6.75,3.14
272,Tomás Oliveira,Nacional-PAR,Paraguai,Brasil,31,FB,Direito,181,24,1830,3.86,68.5,0.05,0.07,0.05,0.08,4.69,2.64,1.1,4.2,2.05,1.47,3.65,47.0,50.9,0.64,0.77,10.1,2.96
